id,text
68,📌家長齊聚 巨資學院資料科學系新生座談會 共築成長之路📌 113學年度期中新生家長座談會邀請新生家長與系所教師面對面交流，共同了解未來學習環境及校園生活。本活動於113.10.26(六)上午舉辦，由許晋雄院長暨系主任主持，活動吸引了14多位家長前來，會場氣氛溫馨融洽，透過系所簡報和座談，深入了解學校提供的學術資源與支援服務。會中除簡介 #巨資學院 師資、課程與系所特色，更多時間是與家長們分享教學經驗、同學們的學習回饋，以及學院未來的發展。座談會中，家長們也積極發問，互相交流討論對於同學們人生規劃的想法。 #資料科學系 致力於培養學生擁有 #數據分析、#人工智慧 等前瞻科技的核心能力，以實務應用為導向，讓學生在學習中掌握未來趨勢。許院長表示，透過扎實的課程安排與創新學習環境，資料科學系學生將在實務中成長茁壯，為未來科技創新貢獻力量💪 此次座談會讓家長對孩子的未來充滿信心，也加深了對資料科學系培育人才的期許😀
69,"🎯2024東吳大學巨量資料管理學院沙龍講堂&114學年度資料科學系碩士在職專班招生說明會 🔹活動亮點搶先看 ✅ 面對AI生活應用普及，2024東吳大學巨量資料管理學院沙龍講堂將在城中校區與大家一起探索「AI服務應用」的領域，特別邀請學術界與業界講師專題演講，歡迎報名參加，讓我們能更加理解AI技術的發展現狀及未來趨勢，認識AI服務技術帶來更多數位創新。 ✅東吳大學資料科學系為全國第一巨量資料管理學院資料科學碩士在職專班，在資料科技 DT(Data Technology)時代，培養業界無數與時俱進的數據人才，114學年度碩士在職專班熱烈招生中，歡迎報名本次碩士在職專班招生說明會，招生訊息請參閱東吳大學招生資訊網 (報名簡章約11月中下旬公告) ⭐️【報名連結】forms.gle/uPZb1… ⏱114學年度東吳大學巨資學院資料科學系碩士在職專班招生簡章將於11月中下旬公告，報名日期為113年12月17日至114年1月6日，免筆試，歡迎報考！
entrance.exam.scu.edu.tw
東吳大學"
70,"🚀在這個資訊爆炸的時代，掌握資料就是掌握未來！
🌎東吳大學巨資學院資料科學系碩士班誠摯邀請具備熱情與潛力的你加入💁‍♀️💁‍♂️。
💡跨域學習的絕佳機會 我們的課程結合最新的人工智慧技術、先進的數據分析工具，並融入行為科學的洞見，幫助你從多角度解讀數據，發掘深層價值。
💡專業與實踐並重 我們不僅專注於理論的探討，還強調實務操作的能力。透過專業的師資與業界專家，你將能夠參與跨領域專案，從中學習如何將數據轉化為決策的力量，進一步增強你的競爭力💪
1
/
2"
71,"🌐東吳大學招生資訊網報名連結： entrance.exam.scu.edu.tw
⏱114學年度碩士班考試及碩士在職專班考試招生簡章11月中下旬公告，報名日期為113年12月17日至114年1月6日，免筆試～歡迎報名
🎯資料科學系粉絲頁 facebook.com/scubi… 🎯東吳資料科學學系官網 bigdata.scu.edu.tw
🎯資料科學系 IG instagram.com/scu_d…
2
/
2"
72,📢倒數2天⏰114學年度東吳大學巨資學院資料科學系碩士班甄試入學報名📑 優秀師資、豐富資源，幫助你達成夢想，趕快行動，不要錯過這次改變人生的機會！ 🌎東吳大學巨資學院資料科學系碩士班誠摯邀請具備熱情與潛力的你加入💁‍♀️💁‍♂️。 🎯立即網路報名，攜手創造智能時代的新未來！ ⏱網路報名日期為113年10月15日至113年10月28日17:00 止。 ⏱上傳審查資料【含推薦函上傳】113年10月28日17:00 止 ⏱繳交報名費【ATM 轉帳或臨櫃繳款】113 年 10 月 28 日 24:00 止 🌐東吳大學招生資訊網報名連結： entrance.exam.scu.edu.tw 【面試日期】113年11月15日(五） 【面試地點】外雙溪校區哲生樓H308會議室 【招生名額】12 名 【報名資格】國內公立或已立案之私立大學或符合教育部採認規定之國外大學畢業，取得學士學位(含應屆) 【甄試方式及項目】1.資料審查 2.面試 《詳細內容請依招生簡章內容為準》 #東吳大學 #巨資學院 #資料科學系 #碩士班 #甄試 招生
73,"🔥【2024東吳大學第四屆創新融合永續實踐競賽】
📢總獎金高達16萬!!!等你來挑戰~👊🏻
⭐️不限校系、年級 可跨系組隊且每隊隊伍人數至多3位
⭐️報名日期：即日起-2024.11.22 (五)
⭐️詳細內容如下：
sites.google.com/view…"
74,"🎊賀！！東吳第一哩-班級趣味競賽，資科1A獲得第一名、資科1B獲得第三名🏆
哇～巨資小編剛剛聽到實況轉播喜訊！
資科大一新生發揮了超強團結力量，完成任務，透過這次的活動連結了大一新生們的感情，每個人也學習到溝通協調及團隊精神。超厲害的唷🤩
#東吳大學 #第一哩 #資料科學系 #新生 #資科新生棒棒棒"
75,"🎊2024傳善論文獎經歷一個月的評選，30名入圍者的名單出爐🔥
恭喜 #東吳大學 #巨資學院 #資料科學系 #碩士在職專班 吳金容同學(指導老師吳政隆副教授)獲得 #傳善論文獎前30名入圍!"
76,"📌113.7.14巨資學院資料系今天在城中校區的優質場地，辦理113學年度碩士在職專班第一場新生活動-數據Sense養成班，師生共35人參加。
由巨資學院許晋雄院長先開場致詞，葉向原主任介紹巨量資料分析應用與概念，下午進行Power BI的入門實戰，非常精實的一天，感謝參加活動的新生們。也請各位碩專班新生記得來參加第二場活動，8/17城中校區2123會議室舉辦碩士在職專班新生座談暨迎新活動唷！
#東吳大學 #巨資學院 #資料科學系
#碩士在職專班 #新生 #迎新"
77,恭喜本系3位同學獲得113年度國科會大專學生研究計畫
78,"🇯🇵 日本企業蒞校交流活動｜歡迎資科系同學踴躍參加！
想了解日本企業的工作環境、人才需求，以及未來赴日就業的可能性嗎？ 東吳大學資科系邀請兩家日本企業蒞校與同學進行交流，歡迎對 資訊科技、AI、大數據分析、日本企業及海外職涯發展 有興趣的同學踴躍參加！
📅 活動時間 115年9月11日（五）10:00～11:30
📍 活動地點：外雙溪校區哲生樓H312
🏢 本次交流企業
① 株式会社コミューナ（Communa Inc.） 主要提供企業系統開發、雲端服務、AI及DX（數位轉型）等資訊服務。
② データコム株式会社（Datacom Inc.） 主要零售數據分析、BI、AI分析等大數據相關服務。
💡 活動內容 1. 日本企業與實際業務介紹 2. 企業徵才及人才需求說明 3. 日本企業工作環境與職涯發展分享 4. 學生與企業代表面對面Q&A交流時間 活動當天將有 翻譯人員隨行協助，同學可以輕鬆與日本企業代表進行交流。 這是一個難得的國際交流機會！"
79,無論你未來想從事 AI、資料分析、BI、大數據、軟體開發、雲端服務，或是對 赴日工作與海外職涯發展 有興趣，都非常適合參加。 歡迎資科系老師與同學踴躍報名參與，把握與日本企業直接交流的難得機會！ 報名連結 https://forms.gle/udGa1Bh5f6jTb2LR9
80,"歡迎雲林地區高中約 25位師生蒞臨東吳大學資料科學系，展開 AI 學習之旅！
本次營隊帶領同學認識生成式 AI ，搭配凱比機器人與自走車實作，最後在課程中通過測驗可取得NVIDIA DLI證書！✨
#東吳大學 #巨資學院 #資料科學系 # NVIDIADLI"
81,"東吳大學資料科學系於 8 月 4 日舉辦「115 學年度碩士班新生座談會」，為即將展開研究所旅程的新生指引方向。
巨量資料管理學院金凱儀院長致詞，並鼓勵新生保持跨域學習熱情、勇於探索。吳政隆老師詳細介紹系上師資專長、專業課程、豐富的研究與實習資源，協助新生迅速規劃學習藍圖。
本屆碩士班新生涵蓋商學、資訊、人文社會等不同領域。資料科學應用層面極廣，能與各專業深度結合，激盪出無限創新可能。
🎯【116學年度熱烈招生中】歡迎加入東吳資科系！
不論你的大學背景為何，只要對數據分析與 AI 應用有熱忱，東吳資科系提供：
☑️零陣痛跨域銜接：從基礎到進階 AI 應用，紮實培養核心能力。
☑️豐富產學與實作：對接產業需求，打造解決實際問題的即戰力。
#東吳大學 #巨資學院 #資料科學系 #碩士班新生座談"
82,"Photo by 東吳大學資料科學系 on August 22, 2026. May be an image of studying, table, bureau, office and text."
83,"Photo by 東吳大學資料科學系 on August 22, 2026. May be an image of studying, bureau, office and text."
84,"Photo by 東吳大學資料科學系 on August 22, 2026. May be an image of studying, bureau and text."
85,"Photo by 東吳大學資料科學系 on August 22, 2026. May be an image of studying, office and text."
86,"Photo by 東吳大學資料科學系 on August 22, 2026. May be an image of one or more people, people studying, bureau and text."
87,"🎉 歡迎新夥伴！
今天在城中校區 2123 會議室，資料科學系舉辦了「115學年度碩士在職專班新生座談暨迎新活動」！
本次活動由巨量資料管理學院金凱儀院長進行開場致詞，表達對優秀新生的熱烈歡迎。緊接著由呂明頴老師詳細介紹本系核心課程與堅強師資陣容，協助新生建構清晰的學習藍圖。活動現場亦邀請到吳政隆老師、蘇明祥老師、曾俊然老師及何穗華老師親臨，與新生親切互動。
在經驗傳承方面，特別感謝院友會戴師勇會長及多位歷屆學長姐熱情分享實戰經驗，將巨資精神完美傳承！
在溫馨融洽的自我介紹與 Q&A 交流環節中，大家不僅交流了學習心得，甚至還現場相約一起打匹克球！充份展現了「巨資一家親」的凝聚力。
再次感謝所有老師、校友與新生的熱烈參與，祝福 115 學年度的碩專班新生們在未來的學習旅程中收穫滿滿！
#東吳大學 #巨資學院 #資料科學系 #碩士在職專班 #新生座談 #迎新 #巨資一家人 #巨資一家親"
88,"Photo by 東吳大學資料科學系 on August 22, 2026. May be an image of one or more people, people studying, table, bureau, office and text."
89,"跨出台灣，直通矽谷！東吳巨資學院「3+1+1 學習」正式啟動 ✈️
繼今年 2 月與美國聖荷西州立大學（SJSU）資訊、數據與社會學院正式簽署合作協議後，今年秋季，首批 2 位資料科學系學生已正式出發前往 SJSU 展開 3+1+1 學習，直接銜接碩士課程，打造直通美國矽谷的國際學習管道！
為深化雙方合作，巨量資料管理學院 金凱儀院長 於 8 月率領資料科學系教師團隊親赴美國交流：
🔹 課程與研究對接：與 SJSU 教師探討 AI、資料科學與跨領域課程，並實地考察學習資源，確保學生學習品質。
🔹 鏈結矽谷新創生態：在 SJSU 協助下，訪問團參訪知名創新創業平台 Plug and Play，深入了解矽谷創業加速與產業鏈結模式。
未來，巨資學院將持續拓展國際資源，讓學生在大學階段就具備國際視野，不僅修讀頂尖課程，更能接觸矽谷企業與新創資源，為全球科技產業職涯做足準備！
#東吳大學 #巨資學院 #資料科學系 #SJSU #學士先修碩士課程 #人工智慧 #國際交換"
90,"Photo by 東吳大學資料科學系 on August 19, 2026. May be an image of one or more people, banner and text that says '東吳大學 巨量資料 巨量資料管理學院 美國聖荷西州立大學（SJSUIDS) 参訪 訪 東吳大學巨量資料管理學院 IDS) 美國聖荷西州立大學 (SJSU (SJSUIDS) 5 E'."
91,"Photo by 東吳大學資料科學系 on August 19, 2026. May be an image of text."
92,"Photo by 東吳大學資料科學系 on August 19, 2026. May be an image of studying, bureau, office and text."
93,"Photo by 東吳大學資料科學系 on August 18, 2026. May be an image of text that says 'S Dcience Data 東吳大學巨量資料管理學院 資料科學系 SCHOOL SCHOOLOFBIODAMAAE o BIG DATA MANAGEMENT ceeOnaSdencs 賀 東吳大學資料科學系 15學年度學士及碩士班 雙滿招'."
94,"錄取東吳大學資料科學系的同學來留言囉！
熱烈歡迎，我們互相認識一下😁"
95,"恭喜東吳大學資料科學系115學年度分科測驗招生滿招🎉
感謝家長與同學的支持，我們東吳第一哩見"
96,"選校還是選系？頭痛嗎？
來聽聽東吳大學巨量資料管理學院金凱儀院長分享，歡迎選填東吳資料科學系😄"
97,"分科測驗的同學注意👀
今天（8/5）開始可以網路登記115學年度分科測驗志願了！
時間到 8/8 下午，記得一定要完成志願登記，不要拖到最後一刻😂
歡迎把東吳大學資料科學系放進你的志願
也許九月，我們就在東吳大學見面了。
我們在資料科學系等你！🙌"
98,AI 進階探索，圓滿落幕！💻🧠 內湖高中暑期營隊順利完成啦！🥳 從進階凱比課程，到 NVIDIA RAD × 大型語言模型（LLM） 應用開發，學員們透過互動實作與生成式 AI 體驗，深入探索人工智慧的多元應用。 四天的營隊中，學員們一步步將知識化為實作成果，從機器人互動到生成式 AI 應用，持續累積 AI 開發能力。 最終，共有 33 位同學順利完成 NVIDIA RAD 課程並取得證書，為這次的 AI 探索畫下精彩句點！🎉📜 ⭐謝謝內湖高中的每一位同學，用熱情與創意完成每一次挑戰；也感謝 NUWA、CAVEDU 團隊的講師們悉心指導，期待未來再次相聚，一起迎接更多 AI 的挑戰與創新！ #東吳大學 #內湖高中 #凱比機器人 #NVIDIA_RAD #LLM #GenerativeAI #巨資學院資科系數位人文 #科技探險隊
99,🚀 AI 探索之旅，圓滿落幕！ 🤖✨ 明倫高中暑期營隊順利完成啦！🥳 從認識 AI，到與凱比機器人互動，再到 NVIDIA DLI × Jetson Nano 實作，一步步探索人工智慧的精彩世界。 這四天裡，學員們勇於提問、樂於挑戰，在實作中累積經驗，也將創意化為成果。 最終，共有 25 位同學順利通過 NVIDIA DLI 測驗，取得國際認證證書，為這趟學習旅程留下最好的見證！🎉📜 🌟 謝謝明倫高中的每一位同學，期待未來再次相聚，一起發掘更多 AI 的可能！ #東吳大學 #明倫高中 #凱比機器人 #NVIDIA_DLI_JetsonNano #巨資學院資科系數位人文 #科技探險隊
100,暑期 OpenClaw 實作營隊圓滿完成啦！ 從認識基礎程式邏輯，到親手建置專屬的 OpenClaw，我們帶著高中生一步步探索資料科學的精彩世界。 這兩天的學習當中，即使面對終端機滿滿的code與error，大家依然在實作中累積經驗，互相討論、除錯，最終將創意化為真實運作的成果！ 看到大家成功讓 OpenClaw 跑起來、AI agent回傳訊息的那一刻，就是這趟學習旅程最好的見證！ 謝謝參與營隊的每一位同學，期待未來再次相聚，在東吳大學一起發掘更多科技與資料應用的可能！ #東吳大學 #西松高中 #南港高中 #OpenClaw #科技探險隊
101,"歡迎內湖高中約 30 位師生蒞臨東吳大學資料科學系，展開 AI 學習之旅！☺️
本次活動安排豐富多元，前兩天由 凱比（NUWA） 帶領同學認識生成式 AI 與智慧應用；後兩天則由 曾吉弘老師 講授 NVIDIA DLI 國際認證課程《Rapid Application Development with LLMs》，帶領同學深入大型語言模型（LLMs）的應用與開發，體驗 AI 技術的實務操作。
透過此次課程，讓同學們不僅認識人工智慧的最新發展，更能親手實作、培養運算思維與 AI 應用能力，為未來學習之旅與職涯探索開啟更多新視野！✨
#東吳大學 #資料科學系 #內湖高中 #NVIDIADLI"
102,"由東吳大學巨量資料管理學院資料科學系主辦的115年凱比機器人競賽，為協助參賽師生熟悉競賽內容，特別於7月2日及7月30日舉辦兩場實體工作坊，邀請NUWA團隊優質講師介紹凱比機器人及競賽工具的操作與應用。
兩場工作坊報名踴躍、場場爆滿，講師透過實作教學與經驗分享，帶領師生快速掌握機器人操作及競賽重點，讓與會者收穫豐富。此次工作坊不僅提升參賽師生對競賽的理解與信心，也為後續備賽奠定良好基礎，期待各隊在競賽中展現創意與實力，創造佳績。
#東吳大學 #巨資學院 #資料科學系 #凱比機器人競賽 #NUWA"
103,"Photo by 東吳大學資料科學系 on July 30, 2026. May be an image of text."
104,"Photo by 東吳大學資料科學系 on July 30, 2026. May be an image of one or more people, people studying, table, hospital, office and text."
105,"Photo by 東吳大學資料科學系 on July 30, 2026. May be an image of one or more people, people studying, bureau, newsroom, office and text."
106,"Photo by 東吳大學資料科學系 on July 30, 2026. May be an image of studying, office and text."
107,"Photo by 東吳大學資料科學系 on July 30, 2026. May be an image of studying, screen, office and text."
108,"Photo by 東吳大學資料科學系 on July 30, 2026. May be an image of one or more people, people studying, table, bureau, newsroom, office and text that says '凱比機器人 cAeH IN 凱 土 肌比機器人 ヒ機器 PRSEN 中'."
109,"🎉 恭賀本系師生榮獲佳績！
恭喜資料科學系 吳政隆老師 指導 陳歆璇、李佳芸、江佳霓 等3位同學，參加由國科會與教育部共同指導之 2026 第6屆「GiCS 科技女婕思」創意發想競賽，於資訊相關科系類組－大專院校組榮獲 優勝獎！🏆
本次競賽匯聚全國優秀隊伍，鼓勵學生結合科技知識與創新思維，提出具創意與實務價值的解決方案。本系同學在吳政隆老師的悉心指導下，充分展現資料科學專業能力、團隊合作精神與創新實踐能力，最終脫穎而出，榮獲優勝肯定。
再次恭喜吳政隆老師及三位同學，也期許資料科學系的同學們持續勇於挑戰、發揮所學，在各項競賽中創造更多精彩成果！
#東吳大學 #巨資學院 #資料科學系 #GiCS科技女婕思 #創意發想競賽"
110,"Photo by 東吳大學資料科學系 on July 28, 2026. May be an image of poster and text."
111,"溫暖陪伴，用心指導！恭喜本系兩位優秀教師榮獲本校 114 學年度導師殊榮：
績優導師獎 ｜ 呂明頴 老師
熱心導師獎 ｜ 邱嘉豪 老師
感謝老師們在學術研究之外，更付出滿滿的關懷與心力，陪伴資科系學生成長茁壯！
巨量資料管理學院全體師生同賀
#東吳大學 #巨資學院 #資料科學系 #績優導師 #熱心導師"
112,"Photo by 東吳大學資料科學系 on July 13, 2026. May be an image of text."
113,"115(2)東吳大學資料科學系徵聘專任教師公告（115.08.31止）
■ 東吳大學人事室徵才公告"
114,"Photo by 東吳大學資料科學系 on July 13, 2026. May be an image of text that says 'Sata Data Data cience 資料科學系 Department DepartmentofDataScience of Data Science 徵教師 UNTOAFU 网网 屋 UNTOA'."
115,"Photo by 東吳大學資料科學系 on July 13, 2026. May be an image of blueprint, crossword puzzle and text."
116,"🌎 資料科學 × 全球管理，一次擁有！
東吳大學資料科學系與美國亞利桑那州立大學（ASU）Thunderbird School of Global Management合作，提供雙聯學位計畫！
🎓 計畫模式
📍第一年在東吳大學資料科學系修課
✈️ 第二年赴美進修
🏆 完成規定即可取得雙碩士學位
🎓 可取得
▪ Master of Data Science
▪ Master of Global Management（MGM）或 Master of Leadership and Management（MLM）
🚀 超前部署
✔ 赴美前可先修讀碩士班 12 學分課程
✔ 提升國際競爭力
✔ 培養全球視野與跨域能力
🎥 完整說明會已上架 YouTube！
歡迎觀看影片，了解雙聯學位內容與海外升學規劃。
🔗 影片連結請見https://youtu.be/cFQfFJEYEuo
#東吳大學 #資料科學系 #巨量資料管理學院 #雙聯學位 #海外升學"
117,"Photo by 東吳大學資料科學系 on July 12, 2026. May be a cartoon of poster, magazine and text that says '東吳大學巨量賓科管理學院 Erunnine ENATA MATA ARMAGEMENT EMENT 2026 東吳大學巨量資料管理學院 美國亞利桑那州立大學 (ASU) 雷鳥全球管理學院雙聯學位 學院雙聯學位說明會'."
118,"🇺🇸 前進矽谷，開啟你的國際學習之路！
你知道嗎？東吳大學資料科學系提供與美國聖荷西州立大學（SJSU）合作的 IDS 碩士銜接計畫，讓你提早規劃海外升學！
✨ 計畫特色
🔹 學士階段先修 IDS 碩士課程
🔹 畢業後無縫銜接美國碩士學位
🚀 為什麼選擇 SJSU？
✔ 縮短留學時間
✔ 深入矽谷科技核心圈
✔ 跨域學習資料科學 × AI × 科技倫理 × 社會議題
🎥 完整說明會已上架 YouTube！
立即觀看，了解申請方式與課程特色！
🔗 影片連結請見https://youtu.be/Sn7-POA-tXs
#東吳大學 #資料科學系 #巨量資料管理學院 #海外升學 #碩士"
119,"Photo by 東吳大學資料科學系 on July 12, 2026. May be an image of text that says '2026 東吳大學巨量資料管理學院 美國聖荷西州立大學 州立大學（SJSU） (SJSU) 升學說明會'."
120,"Hi，各位考生！
分科測驗即將登場，別太緊張，相信自己，把實力發揮出來就好。
東吳大學資料科學系
祝福每一位考生
✨ 分科測驗順利，成功錄取理想校系！✨"
121,"🎓【下一站，世界名校】 東吳大學資料科學系114學年度研究所錄取捷報！ 恭喜資料科學系同學錄取國內外多所知名大學研究所，從世界名校到國內各大學研究所，展現資料科學系學生多元發展與卓越實力。
每一份錄取通知，都是努力與堅持的成果；每一次突破，都代表著資料科學系學生邁向更寬廣的舞台。
🌏以數據為筆，以 AI 為翼 ，From Soochow to the World.
🔗 東吳大學資料科學系官網 https://web-ch.scu.edu.tw/datascience
※ 因版面限制，本榜單僅呈現部分錄取學校，謹向所有錄取國內外研究所之同學致上誠摯祝賀。"
122,"Photo by 東吳大學資料科學系 on July 06, 2026. May be an image of emu, poster and text that says '週太學互國醫科管國學奈 東吳大學 資料科學系 114學年度 升學研究所榮耀榜單 錢取世界名校×國内頂尖大學 國內頂尖大學 錄取世界名校， 以數據為筆 ·探索無限未來 世界名校錄取 University College London (UCL) The Australian National University (ANU) 國內頂尖大學錄取 The University of Melbourne 國立臺灣大學 The University of Sydney Columbia University 國立清華大學 國立陽明交通大學 國立政治大學 University of Edinburgh University of British Columbia (UBC) McGill University University Illinois Urbana-Champaigr Urbana- (UIUC) New York University (NYU) University Southern California (USC) University New South Wales (UNSW) 国立成功大學 國立臺灣科技大學 國立中央大學 國立中山大學 國立中興大學 國立中正大學 国立臺北大學 國立臺北科技大學 國立臺灣師範大學 國立東華大學 國立高雄科技大學 國立臺灣海洋大學 國立嘉義大學 臺北市立大學 臺北醫學大學 University Minnesota, Monash University Northeastern University Clark University 數據驅動未來 DataDrivestheFuture Drives 恭喜資料科學系優秀學子們！ 從東吳出發 鏈結世界 邁向無限可能！ 智慧創造價值 IntelligenceCreatesValue 跨域整合創新 InterdsciplinaryInncuation 全球視野接軌國際 lVisionGlbalConnaction'."
123,"Photo by 東吳大學資料科學系 on June 28, 2026. May be a cartoon of beach ball, outdoors and text."
124,"🎉 恭賀本系林依婷同學榮獲佳績！
本系林依婷同學參加由國立臺北護理健康大學育成中心主辦之 2026（第十屆）「Healthy × Happy」創新創業競賽，以參賽作品 「Moodnicate 社會支持平台」 脫穎而出，榮獲 優勝獎！
在競賽過程中，林同學與團隊從發掘市場需求出發，結合資料分析與創新思維，逐步完成創新構想發展、提案計畫書撰寫，以及創業提案簡報發表等階段，展現優異的問題解決能力與跨域整合實力。
面對超高齡社會所帶來的挑戰，透過「Moodnicate 社會支持平台」的創新提案，積極探索健康照護與社會創新的多元可能性，展現青年學子以科技與創新回應社會需求的熱忱與行動力。
再次恭喜林依婷同學榮獲佳績，也期盼未來持續發揮所學，在創新創業與社會實踐領域綻放更多精彩成果！👏👏👏
#東吳大學
#資料科學系
#創新創業
#社會創新
#健康照護"
125,"Photo by 東吳大學資料科學系 on June 17, 2026. May be an image of poster and magazine."
126,畢業快樂！114學年度開始東吳資料科學系畢業生是拿資訊學學士和碩士了😊😊😊 #東吳大學 #資料科學系 #資訊學學士 #資訊學碩士 #畢業快樂🎓
127,📢【115年 JetBot 機器學習道路識別競賽｜熱烈報名中！】 JetBot 是結合人工智慧、電腦視覺與機器學習的智慧自走車平台。本次競賽將挑戰參賽者運用機器學習技術，訓練 JetBot 辨識道路環境，完成自主行駛任務，體驗從資料蒐集、模型訓練到實際部署的完整 AI 開發流程！ 👥 參賽對象｜ 本校資科系在校生皆可參加（可組隊參賽） ✨ 透過競賽培養： ✔ 機器學習與電腦視覺應用能力 ✔ AI 模型訓練與部署實務經驗 ✔ 自主導航與智慧車輛技術基礎 ✔ 團隊合作與問題解決能力 📅 報名截止｜115/6/17 🏆 決賽日期｜115/6/23 📍 決賽地點｜東吳大學雙溪校區 R0112 🔗 競賽報名網址：https://forms.gle/RfsMSm34JgLeqiCs7 準備好挑戰 AI 自駕任務了嗎？🚗💨 聯絡人：東吳大學巨量資料管理學院 賴吟貞助教 電話：02-2881-9471 分機 5936 E-mail：yclai@scu.edu.tw
128,東吳大學巨量資料管理學院 × 美國名校國際交流與升學線上說明會報名表
129,"🌍 東吳大學巨量資料管理學院 × 美國名校國際交流與升學線上說明會 🔥 開始報名囉！ 📍直通矽谷 聖荷西州立大學（SJSU）College of Information, Data and Society (IDS)碩士銜接計畫 ✨ 計畫模式 學士階段先修 IDS 碩士課程 ➡️ 畢業後無縫銜接 SJSU 碩士學位 🚀 核心優勢 ✔ 縮短留學時間，高效率取得美國碩士學位 ✔ 深入矽谷科技核心圈，接軌國際產業
📍全球管理雙聯學位 Arizona State University (ASU)雷鳥全球管理學院（Thunderbird School of Global Management） ✨ 計畫模式 東吳碩士班第一年在台修課 ➡️ 第二年赴美進修 ➡️ 符合規定後取得「雙碩士學位」 🚀 超前部署 赴美前可先修讀線上 12 學分課程 強化專業能力與國際競爭力 🗓 活動資訊 115年6月23日（二）09:00－11:00 💻 Microsoft Teams 線上 📝線上報名，歡迎踴躍參加 https://forms.gle/rbjdTuHUiHjWdcxp7"
130,📢【115年 Kebbi 凱比機器人競賽｜全國熱烈報名中！】 🤖 想把創意化為真正的機器人應用嗎？ 📚 不論是「智慧教學」、「互動遊戲」或「生活應用」，歡迎發揮你的想像力，打造專屬的 Kebbi 機器人作品！ 👥 參賽對象｜ 全國各級學校師生皆可參加（可組隊參賽） ✨ 透過競賽培養： ✔ AI 與機器人應用能力 ✔ 創意思考與問題解決能力 ✔ 團隊合作與實作經驗 📅 報名截止｜115/8/19 🏆 決賽日期｜115/9/16 📍 決賽地點｜東吳大學雙溪校區 🎓 競賽工作坊同步開放報名中！ 🔗 工作坊報名：https://forms.gle/ujhEqLSHj1h1Hw116 🌐 競賽網站：https://sites.google.com/view/kebbi 一起讓創意動起來， 用 Kebbi 開啟你的 AI 機器人實戰舞台！🚀 #東吳大學 #資料科學系 #115年Kebbi凱比機器人競賽
131,"🚀【115學年度資料科學系新生工作坊】報名即將開跑！🚀 各位資料科學系的準新生們，大家好！ 不論你是剛面試完、正準備填我們系為第一志願的大學部同學，還是即將展開研究生涯的碩士班、碩專班新生，系上都為大家準備了超強的暑期大禮包！ 我們特別邀請到三位頂尖的業界總經理、執行長與技術長親自授課！從 AI 行銷自動化、NotebookLM 知識管理，到最前沿的 vibe coding 實戰開發，帶你提早解鎖邁向資料科學家必備的 AI 工具與實務技能，搶先贏在起跑點！ ⏱️ 開放線上報名時間： 115 年 6 月 12 日（五）上午 09:00 起（名額有限！） 👉 報名連結：https://forms.gle/HvT1Ky4yzea7MxeV6 參加對象：115學年度入學之學士班、碩士班、碩專班新生 (學長姐可另外參加9月份周光宇老師工作坊,先活動預告一下)"
132,"📢 東吳大學資料科學系學位名稱調整
親愛的師生、校友及關心本系的各界先進：
為因應數位科技趨勢，並進一步提升本系畢業生於國內外科技產業的學術識別度與競爭力，經相關程序審議，本系正式宣布：
自 114 學年度起，本系學士班及碩士班畢業生之學位名稱，調整為：
🎓 資訊學學士 / 資訊學碩士
此次調整旨在更精準地呼應本系核心課程內容，強化學生在「資料科學」與「人工智慧」領域的專業連結。
這項變更將適用於 114 學年度（含）以後入學及畢業之學生，並將正式載明於畢業證書之中。
感謝大家對東吳大學資料科學系的持續支持與鼓勵，我們將持續致力於培育兼具數據分析與資訊技術專業的卓越人才！
#東吳大學 #資料科學系 #資訊學 #學位公告"
133,"Photo by 東吳大學資料科學系 on June 15, 2026. May be a cartoon of newspaper, calculator, ruler and poster."
134,"🔥115學年度資料科學系學士生先修碩士班課程核准名單
請名單上的同學留意Email資訊
#東吳大學 #資料科學系 #學士生先修碩士班"
135,"Photo by 東吳大學資料科學系 on June 15, 2026. May be a graphic of calendar, poster, magazine and crossword puzzle."
136,"Photo by 東吳大學資料科學系 on June 13, 2026. May be an image of one or more people."
137,"Photo by 東吳大學資料科學系 on June 13, 2026. May be an image of one or more people and people performing martial arts."
138,"📢【115年 JetBot 機器學習道路識別競賽｜熱烈報名中！】
🤖 想親手訓練 AI 模型，讓自走車學會辨識道路並自主導航嗎？
JetBot 是結合人工智慧、電腦視覺與機器學習的智慧自走車平台。本次競賽將挑戰參賽者運用機器學習技術，訓練 JetBot 辨識道路環境，完成自主行駛任務，體驗從資料蒐集、模型訓練到實際部署的完整 AI 開發流程！
👥 參賽對象｜
本校資科系在校生皆可參加（可組隊參賽）
✨ 透過競賽培養：
✔ 機器學習與電腦視覺應用能力
✔ AI 模型訓練與部署實務經驗
✔ 自主導航與智慧車輛技術基礎
✔ 團隊合作與問題解決能力
📅 報名截止｜115/6/17
🏆 決賽日期｜115/6/23
📍 決賽地點｜東吳大學雙溪校區 R0112
🔗 競賽報名網址：https://forms.gle/RfsMSm34JgLeqiCs7
準備好挑戰 AI 自駕任務了嗎？🚗💨
聯絡人：東吳大學巨量資料管理學院 賴吟貞助教
電話：02-2881-9471 分機 5936
E-mail：yclai@scu.edu.tw"
139,"Photo by 東吳大學資料科學系 on June 10, 2026. May be a cartoon of poster."
